TIPO_CTE,INGRESO_INFERIDO,NIVEL_RIESGO,SOLICITUDES_RECHAZADAS,SCORE_CLIENTE,SCORE_COMPORTAMIENTO,EDAD,TIPO_VIVIENDA,ESCOLARIDAD
MALO,35873,Alto,5,92,0,43,Familiares,Preparatoria
MALO,31457,Alto,5,92,0,43,Propia,Posgrado
MALO,42721,Alto,2,92,0,43,Hipoteca,Posgrado
MALO,39571,Alto,4,93,0,43,Familiares,Posgrado
MALO,36995,Alto,1,93,0,43,Familiares,Posgrado
MALO,29287,Alto,1,93,0,43,Propia,Posgrado
MALO,40491,Alto,5,93,0,43,Renta,Posgrado
MALO,36079,Alto,5,94,0,43,Renta,Licenciatura
MALO,31670,Alto,2,94,0,43,Hipoteca,Posgrado
MALO,42445,Alto,2,94,0,43,Renta,Preparatoria
MALO,39798,Alto,3,94,0,43,Hipoteca,Posgrado
MALO,37246,Alto,4,95,0,43,Hipoteca,Licenciatura
MALO,29098,Alto,2,95,0,43,Renta,Licenciatura
MALO,40723,Alto,3,96,0,43,Propia,Licenciatura
MALO,36323,Alto,4,96,0,43,Renta,Preparatoria
MALO,31465,Alto,5,96,0,43,Propia,Preparatoria
MALO,42689,Alto,5,96,0,43,Hipoteca,Preparatoria
MALO,40067,Alto,5,97,0,43,Hipoteca,Licenciatura
MALO,37005,Alto,3,97,0,43,Propia,Posgrado
MALO,29265,Alto,2,97,0,43,Renta,Licenciatura
MALO,40999,Alto,4,97,0,43,Familiares,Preparatoria
MALO,36089,Alto,1,97,0,43,Renta,Preparatoria
MALO,31646,Alto,2,97,0,43,Propia,Preparatoria
MALO,42978,Alto,5,97,0,43,Renta,Licenciatura
MALO,39808,Alto,2,98,0,43,Propia,Licenciatura
MALO,37217,Alto,3,98,0,43,Renta,Preparatoria
MALO,29463,Alto,4,98,0,43,Hipoteca,Posgrado
MALO,41122,Alto,5,98,0,43,Propia,Licenciatura
MALO,36125,Alto,5,98,0,43,Renta,Posgrado
MALO,31860,Alto,5,99,0,43,Propia,Preparatoria
MALO,43312,Alto,5,99,0,43,Familiares,Posgrado
MALO,39472,Alto,2,99,0,43,Familiares,Posgrado
MALO,37469,Alto,3,99,0,43,Familiares,Posgrado
MALO,29692,Alto,1,99,0,43,Renta,Licenciatura
MALO,40390,Alto,5,99,0,43,Propia,Posgrado
MALO,36541,Alto,5,99,0,43,Propia,Posgrado
MALO,32108,Alto,4,99,0,43,Propia,Licenciatura
MALO,42340,Alto,3,99,0,43,Hipoteca,Posgrado
MALO,40307,Alto,2,100,0,43,Propia,Preparatoria
MALO,37761,Alto,1,100,0,43,Familiares,Preparatoria
MALO,29026,Alto,3,100,0,43,Hipoteca,Licenciatura
MALO,41245,Alto,0,100,0,43,Propia,Licenciatura
MALO,36826,Alto,0,100,0,43,Renta,Licenciatura
MALO,31686,Alto,1,100,0,43,Familiares,Licenciatura
MALO,43031,Alto,2,100,0,43,Propia,Posgrado
MALO,40429,Alto,2,100,0,43,Familiares,Posgrado
MALO,37265,Alto,3,101,0,43,Hipoteca,Licenciatura
MALO,29500,Alto,0,101,0,43,Propia,Posgrado
MALO,41369,Alto,0,101,0,43,Propia,Preparatoria
MALO,36342,Alto,1,101,0,43,Hipoteca,Licenciatura
MALO,31900,Alto,0,101,0,43,Renta,Preparatoria
MALO,43366,Alto,3,101,0,43,Renta,Posgrado
MALO,40278,Alto,0,120,0,43,Renta,Preparatoria
MALO,37695,Alto,2,123,0,43,Hipoteca,Posgrado
MALO,29449,Alto,0,143,0,43,Renta,Licenciatura
BUENO,41214,Bajo,1,174,723,43,Propia,Preparatoria
BUENO,36761,Bajo,0,179,723,43,Propia,Preparatoria
BUENO,31845,Bajo,0,203,714,43,Renta,Licenciatura
REGULAR,43204,Medio ,0,204,698,43,Renta,Preparatoria
BUENO,40551,Bajo,0,205,746,43,Familiares,Preparatoria
REGULAR,37451,Medio ,0,206,694,43,Propia,Licenciatura
REGULAR,29618,Mínimo,0,206,789,43,Hipoteca,Posgrado
BUENO,41493,Bajo,0,209,703,43,Propia,Posgrado
REGULAR,36524,Medio ,0,211,680,43,Hipoteca,Posgrado
BUENO,32028,Mínimo,0,213,756,43,Renta,Posgrado
BUENO,43496,Bajo,0,215,713,43,Propia,Licenciatura
REGULAR,40289,Mínimo,0,215,804,43,Hipoteca,Preparatoria
REGULAR,37666,Mínimo,0,216,780,43,Renta,Preparatoria
REGULAR,30102,Bajo,0,220,706,43,Propia,Posgrado
BUENO,41031,Mínimo,0,220,758,43,Propia,Licenciatura
BUENO,36560,Bajo,0,222,740,43,Familiares,Posgrado
REGULAR,32552,Bajo,0,223,723,43,Propia,Secundaria
BUENO,43011,Bajo,0,224,740,43,Familiares,Licenciatura
BUENO,40519,Bajo,0,226,722,43,Propia,Preparatoria
BUENO,38465,Mínimo,0,226,766,43,Renta,Posgrado
BUENO,29486,Bajo,0,230,734,43,Hipoteca,Posgrado
BUENO,41266,Bajo,0,230,747,43,Familiares,Posgrado
REGULAR,37335,Mínimo,0,232,783,43,Familiares,Posgrado
BUENO,31885,Bajo,0,237,703,43,Hipoteca,Posgrado
REGULAR,43257,Mínimo,0,240,782,43,Familiares,Posgrado
BUENO,41183,Bajo,0,242,713,43,Propia,Licenciatura
BUENO,37498,Bajo,0,242,723,43,Familiares,Posgrado
BUENO,29655,Mínimo,0,243,756,43,Propia,Preparatoria
BUENO,42140,Bajo,0,247,739,43,Hipoteca,Posgrado
REGULAR,36570,Bajo,0,247,750,43,Renta,Posgrado
BUENO,32068,Bajo,0,249,749,43,Propia,Preparatoria
BUENO,44174,Bajo,0,256,716,43,Hipoteca,Posgrado
BUENO,40339,Bajo,0,256,732,43,Hipoteca,Licenciatura
BUENO,37713,Bajo,0,256,750,43,Hipoteca,Licenciatura
REGULAR,30283,Mínimo,0,265,767,43,Hipoteca,Licenciatura
MALO,41868,Alto,4,89,0,44,Familiares,Posgrado
MALO,36780,Alto,4,89,0,44,Hipoteca,Licenciatura
MALO,32285,Alto,5,89,0,44,Renta,Licenciatura
MALO,43889,Alto,4,90,0,44,Propia,Preparatoria
MALO,40571,Alto,3,90,0,44,Renta,Posgrado
MALO,37968,Alto,3,90,0,44,Hipoteca,Posgrado
MALO,30088,Alto,3,90,0,44,Propia,Licenciatura
MALO,41515,Alto,4,90,0,44,Renta,Posgrado
MALO,37028,Alto,5,91,0,44,Renta,Posgrado
MALO,32536,Alto,5,91,0,44,Renta,Posgrado
MALO,43518,Alto,3,91,0,44,Renta,Preparatoria
MALO,40845,Alto,3,91,0,44,Hipoteca,Licenciatura
MALO,38264,Alto,4,91,0,44,Hipoteca,Posgrado
MALO,29834,Alto,4,91,0,44,Hipoteca,Posgrado
MALO,41795,Alto,5,91,0,44,Familiares,Posgrado
MALO,37316,Alto,5,91,0,44,Renta,Licenciatura
MALO,32261,Alto,2,92,0,44,Propia,Preparatoria
MALO,43812,Alto,2,92,0,44,Renta,Preparatoria
MALO,43199,Alto,4,92,0,44,Hipoteca,Preparatoria
MALO,37846,Alto,1,92,0,44,Hipoteca,Preparatoria
MALO,33030,Alto,2,93,0,44,Hipoteca,Licenciatura
MALO,45284,Alto,2,93,0,44,Renta,Licenciatura
MALO,41747,Alto,5,93,0,44,Hipoteca,Preparatoria
MALO,38845,Alto,5,93,0,44,Propia,Posgrado
MALO,31044,Alto,4,93,0,44,Renta,Licenciatura
MALO,42718,Alto,5,94,0,44,Familiares,Preparatoria
MALO,37883,Alto,4,94,0,44,Familiares,Licenciatura
MALO,33570,Alto,2,94,0,44,Renta,Licenciatura
MALO,44779,Alto,2,94,0,44,Renta,Posgrado
MALO,41788,Alto,1,94,0,44,Familiares,Posgrado
MALO,39480,Alto,3,94,0,44,Propia,Licenciatura
MALO,30698,Alto,4,95,0,44,Renta,Licenciatura
MALO,42759,Alto,3,95,0,44,Familiares,Posgrado
MALO,38503,Alto,4,95,0,44,Familiares,Preparatoria
MALO,33196,Alto,1,95,0,44,Propia,Posgrado
MALO,44823,Alto,3,95,0,44,Hipoteca,Licenciatura
MALO,42471,Alto,5,95,0,44,Propia,Licenciatura
MALO,39040,Alto,2,95,0,44,Familiares,Preparatoria
MALO,30728,Alto,2,96,0,44,Hipoteca,Posgrado
MALO,43459,Alto,2,96,0,44,Hipoteca,Licenciatura
MALO,38074,Alto,3,96,0,44,Renta,Preparatoria
MALO,33228,Alto,2,97,0,44,Familiares,Preparatoria
MALO,45557,Alto,4,97,0,44,Propia,Licenciatura
MALO,41998,Alto,3,97,0,44,Propia,Licenciatura
MALO,39078,Alto,3,97,0,44,Hipoteca,Posgrado
MALO,31231,Alto,5,97,0,44,Renta,Posgrado
MALO,43384,Alto,3,98,0,44,Renta,Preparatoria
MALO,37931,Alto,3,98,0,44,Hipoteca,Posgrado
MALO,33771,Alto,4,98,0,44,Hipoteca,Preparatoria
MALO,45694,Alto,1,98,0,44,Renta,Posgrado
MALO,41446,Alto,2,98,0,44,Hipoteca,Posgrado
MALO,39717,Alto,4,99,0,44,Propia,Posgrado
MALO,31325,Alto,3,99,0,44,Renta,Posgrado
MALO,42410,Alto,4,99,0,44,Propia,Posgrado
MALO,38733,Alto,4,99,0,44,Propia,Posgrado
MALO,33874,Alto,5,99,0,44,Renta,Preparatoria
MALO,44457,Alto,5,99,0,44,Propia,Posgrado
MALO,42726,Alto,2,100,0,44,Propia,Preparatoria
MALO,39838,Alto,2,100,0,44,Hipoteca,Posgrado
MALO,30477,Alto,2,100,0,44,Familiares,Preparatoria
MALO,43719,Alto,1,100,0,44,Propia,Preparatoria
MALO,38851,Alto,4,101,0,44,Propia,Preparatoria
MALO,33270,Alto,3,101,0,44,Renta,Preparatoria
MALO,45613,Alto,1,101,0,44,Hipoteca,Licenciatura
MALO,42653,Alto,3,101,0,44,Hipoteca,Preparatoria
MALO,39128,Alto,3,101,0,44,Hipoteca,Preparatoria
MALO,31270,Alto,1,101,0,44,Familiares,Licenciatura
MALO,43645,Alto,3,101,0,44,Propia,Posgrado
MALO,38159,Alto,0,101,0,44,Hipoteca,Licenciatura
MALO,33814,Alto,3,101,0,44,Renta,Preparatoria
MALO,45751,Alto,1,124,0,44,Renta,Licenciatura
MALO,42292,Alto,0,134,0,44,Propia,Licenciatura
REGULAR,39956,Alto,2,169,529,44,Hipoteca,Secundaria
MALO,31068,Alto,0,176,0,44,Familiares,Licenciatura
BUENO,43275,Bajo,0,187,726,44,Propia,Preparatoria
REGULAR,38967,Mínimo,0,190,773,44,Propia,Preparatoria
BUENO,33596,Bajo,0,191,738,44,Renta,Posgrado
BUENO,45364,Bajo,0,194,709,44,Renta,Preparatoria
BUENO,42984,Mínimo,0,194,763,44,Hipoteca,Licenciatura
BUENO,39511,Bajo,0,199,723,44,Familiares,Posgrado
REGULAR,31099,Medio ,0,201,687,44,Propia,Posgrado
REGULAR,43983,Medio ,0,205,698,44,Propia,Posgrado
BUENO,38533,Bajo,0,208,727,44,Renta,Licenciatura
REGULAR,33629,Mínimo,0,211,777,44,Renta,Posgrado
REGULAR,46106,Mínimo,0,212,790,44,Renta,Posgrado
BUENO,42504,Bajo,0,217,732,44,Renta,Licenciatura
BUENO,39550,Bajo,0,217,746,44,Propia,Licenciatura
REGULAR,31909,Mínimo,0,217,792,44,Hipoteca,Preparatoria
BUENO,43288,Bajo,0,221,740,44,Renta,Preparatoria
BUENO,38388,Bajo,0,223,730,44,Renta,Licenciatura
BUENO,34505,Bajo,0,223,732,44,Renta,Posgrado
BUENO,45377,Bajo,0,223,737,44,Renta,Posgrado
REGULAR,42545,Mínimo,0,224,783,44,Renta,Licenciatura
BUENO,40773,Bajo,0,227,743,44,Hipoteca,Licenciatura
BUENO,31108,Bajo,0,229,748,44,Familiares,Licenciatura
REGULAR,43329,Mínimo,0,230,778,44,Propia,Posgrado
BUENO,39575,Mínimo,0,231,768,44,Renta,Posgrado
REGULAR,33639,Bajo,0,234,750,44,Familiares,Licenciatura
BUENO,45420,Bajo,0,237,723,44,Familiares,Posgrado
BUENO,43654,Bajo,0,238,750,44,Familiares,Licenciatura
BUENO,39561,Bajo,0,244,739,44,Hipoteca,Posgrado
BUENO,31137,Bajo,0,245,737,44,Familiares,Licenciatura
BUENO,44669,Bajo,0,250,744,44,Hipoteca,Posgrado
REGULAR,38581,Bajo,0,250,750,44,Hipoteca,Preparatoria
REGULAR,33671,Mínimo,0,250,784,44,Propia,Licenciatura
BUENO,46825,Mínimo,0,253,772,44,Hipoteca,Licenciatura
BUENO,42558,Bajo,0,259,744,44,Hipoteca,Preparatoria
BUENO,39599,Mínimo,0,273,751,44,Familiares,Licenciatura
BUENO,32100,Bajo,0,282,750,44,Familiares,Preparatoria
MALO,44171,Alto,5,89,0,45,Renta,Licenciatura
MALO,38987,Alto,4,89,0,45,Familiares,Posgrado
MALO,34060,Alto,5,89,0,45,Familiares,Posgrado
MALO,46083,Alto,4,89,0,45,Renta,Licenciatura
MALO,43005,Alto,5,89,0,45,Hipoteca,Preparatoria
MALO,40057,Alto,5,89,0,45,Propia,Licenciatura
MALO,31592,Alto,4,89,0,45,Renta,Preparatoria
MALO,44005,Alto,2,90,0,45,Renta,Posgrado
MALO,39065,Alto,1,90,0,45,Hipoteca,Preparatoria
MALO,34162,Alto,2,90,0,45,Propia,Licenciatura
MALO,46129,Alto,2,90,0,45,Familiares,Licenciatura
MALO,43091,Alto,3,90,0,45,Renta,Posgrado
MALO,40177,Alto,5,90,0,45,Familiares,Posgrado
MALO,31624,Alto,4,91,0,45,Propia,Preparatoria
MALO,44093,Alto,4,91,0,45,Propia,Preparatoria
MALO,39182,Alto,2,91,0,45,Hipoteca,Licenciatura
MALO,34197,Alto,2,91,0,45,Familiares,Preparatoria
MALO,46222,Alto,3,91,0,45,Propia,Preparatoria
MALO,45359,Alto,3,91,0,45,Renta,Preparatoria
MALO,40117,Alto,4,91,0,45,Hipoteca,Preparatoria
MALO,34847,Alto,3,92,0,45,Renta,Posgrado
MALO,47549,Alto,4,92,0,45,Renta,Preparatoria
MALO,44252,Alto,3,92,0,45,Propia,Preparatoria
MALO,40981,Alto,3,92,0,45,Renta,Preparatoria
MALO,32597,Alto,1,92,0,45,Hipoteca,Preparatoria
MALO,45281,Alto,4,93,0,45,Propia,Preparatoria
MALO,39967,Alto,4,93,0,45,Familiares,Licenciatura
MALO,35249,Alto,1,93,0,45,Familiares,Licenciatura
MALO,47466,Alto,3,93,0,45,Renta,Licenciatura
MALO,44086,Alto,5,93,0,45,Familiares,Posgrado
MALO,41454,Alto,5,93,0,45,Familiares,Posgrado
MALO,32540,Alto,4,94,0,45,Propia,Posgrado
MALO,45111,Alto,4,94,0,45,Propia,Licenciatura
MALO,40428,Alto,3,94,0,45,Renta,Licenciatura
MALO,35188,Alto,3,94,0,45,Familiares,Posgrado
MALO,47289,Alto,2,94,0,45,Renta,Preparatoria
MALO,44595,Alto,2,94,0,45,Hipoteca,Licenciatura
MALO,41383,Alto,2,94,0,45,Hipoteca,Preparatoria
MALO,32418,Alto,2,94,0,45,Propia,Preparatoria
MALO,45632,Alto,5,94,0,45,Renta,Preparatoria
MALO,40358,Alto,5,95,0,45,Renta,Licenciatura
MALO,35056,Alto,2,95,0,45,Propia,Preparatoria
MALO,47834,Alto,1,95,0,45,Familiares,Preparatoria
MALO,44518,Alto,3,95,0,45,Hipoteca,Licenciatura
MALO,41228,Alto,4,95,0,45,Hipoteca,Posgrado
MALO,32793,Alto,5,95,0,45,Familiares,Preparatoria
MALO,45987,Alto,4,95,0,45,Propia,Posgrado
MALO,40017,Alto,3,95,0,45,Hipoteca,Licenciatura
MALO,35460,Alto,1,96,0,45,Hipoteca,Preparatoria
MALO,48436,Alto,1,96,0,45,Hipoteca,Preparatoria
MALO,43726,Alto,5,96,0,45,Hipoteca,Preparatoria
MALO,41703,Alto,2,97,0,45,Familiares,Licenciatura
MALO,33205,Alto,1,97,0,45,Propia,Posgrado
MALO,44742,Alto,2,97,0,45,Familiares,Preparatoria
MALO,40670,Alto,3,97,0,45,Familiares,Posgrado
MALO,35907,Alto,3,97,0,45,Hipoteca,Posgrado
MALO,46902,Alto,3,97,0,45,Propia,Preparatoria
MALO,44862,Alto,2,97,0,45,Renta,Preparatoria
MALO,42228,Alto,3,97,0,45,Renta,Secundaria
MALO,32153,Alto,3,97,0,45,Propia,Posgrado
MALO,45905,Alto,4,98,0,45,Hipoteca,Preparatoria
MALO,41182,Alto,2,98,0,45,Hipoteca,Licenciatura
MALO,35100,Alto,1,98,0,45,Renta,Preparatoria
MALO,47894,Alto,2,99,0,45,Hipoteca,Licenciatura
MALO,45212,Alto,3,99,0,45,Renta,Posgrado
MALO,41280,Alto,2,99,0,45,Propia,Posgrado
MALO,32833,Alto,4,99,0,45,Renta,Licenciatura
MALO,46263,Alto,4,100,0,45,Hipoteca,Preparatoria
MALO,40258,Alto,2,100,0,45,Propia,Preparatoria
MALO,35505,Alto,0,100,0,45,Hipoteca,Posgrado
MALO,48496,Alto,1,100,0,45,Renta,Preparatoria
MALO,44618,Alto,2,100,0,45,Familiares,Licenciatura
MALO,41954,Alto,1,100,0,45,Familiares,Posgrado
MALO,32933,Alto,3,101,0,45,Renta,Licenciatura
MALO,45655,Alto,2,101,0,45,Hipoteca,Licenciatura
MALO,40915,Alto,3,101,0,45,Propia,Preparatoria
MALO,35612,Alto,3,101,0,45,Hipoteca,Posgrado
MALO,47859,Alto,3,101,0,45,Familiares,Preparatoria
MALO,45133,Alto,0,101,0,45,Renta,Preparatoria
MALO,41882,Alto,0,101,0,45,Familiares,Licenciatura
MALO,32809,Alto,0,101,0,45,Renta,Licenciatura
MALO,46182,Alto,0,101,0,45,Renta,Posgrado
MALO,40845,Alto,0,101,0,45,Renta,Posgrado
MALO,35479,Alto,4,101,0,45,Familiares,Posgrado
MALO,48411,Alto,0,110,0,45,Hipoteca,Preparatoria
MALO,45055,Alto,0,120,0,45,Familiares,Licenciatura
MALO,41725,Alto,2,124,0,45,Hipoteca,Licenciatura
MALO,33504,Alto,2,124,0,45,Propia,Posgrado
MALO,45885,Alto,1,124,0,45,Hipoteca,Posgrado
MALO,40499,Alto,0,132,0,45,Familiares,Preparatoria
MALO,36230,Alto,1,132,0,45,Familiares,Licenciatura
BUENO,48099,Mínimo,0,167,755,45,Propia,Preparatoria
REGULAR,44885,Medio ,0,175,685,45,Hipoteca,Posgrado
BUENO,42811,Bajo,1,178,703,45,Hipoteca,Licenciatura
BUENO,32974,Bajo,1,188,727,45,Familiares,Licenciatura
BUENO,45712,Bajo,0,197,727,45,Propia,Licenciatura
REGULAR,41553,Mínimo,0,204,772,45,Hipoteca,Posgrado
REGULAR,35657,Medio ,0,213,697,45,Propia,Licenciatura
REGULAR,47918,Mínimo,0,216,795,45,Renta,Licenciatura
BUENO,45836,Bajo,0,217,703,45,Familiares,Licenciatura
BUENO,41935,Bajo,0,218,740,45,Hipoteca,Preparatoria
BUENO,32850,Mínimo,0,218,757,45,Renta,Licenciatura
BUENO,46902,Bajo,0,224,708,45,Propia,Preparatoria
REGULAR,40896,Bajo,0,225,711,45,Renta,Posgrado
REGULAR,35523,Medio ,0,227,698,45,Renta,Posgrado
REGULAR,49166,Mínimo,0,229,791,45,Hipoteca,Posgrado
BUENO,45112,Bajo,0,231,747,45,Familiares,Licenciatura
REGULAR,41777,Mínimo,0,234,786,45,Familiares,Posgrado
BUENO,33705,Bajo,0,239,717,45,Renta,Preparatoria
BUENO,46821,Bajo,0,239,744,45,Familiares,Posgrado
BUENO,41131,Bajo,0,241,744,45,Propia,Licenciatura
REGULAR,35763,Bajo,0,242,740,45,Familiares,Licenciatura
REGULAR,48848,Bajo,0,244,734,45,Familiares,Licenciatura
REGULAR,45371,Mínimo,0,247,787,45,Familiares,Posgrado
REGULAR,42059,Mínimo,0,248,800,45,Renta,Licenciatura
REGULAR,33488,Mínimo,0,254,793,45,Renta,Licenciatura
REGULAR,46426,Mínimo,0,262,773,45,Familiares,Preparatoria
BUENO,41018,Bajo,0,267,744,45,Propia,Posgrado
BUENO,36212,Mínimo,0,269,764,45,Familiares,Posgrado
MALO,48666,Alto,5,89,0,46,Renta,Licenciatura
MALO,45677,Alto,4,89,0,46,Propia,Posgrado
MALO,42387,Alto,5,89,0,46,Familiares,Licenciatura
MALO,33205,Alto,5,89,0,46,Propia,Posgrado
MALO,46739,Alto,5,89,0,46,Hipoteca,Licenciatura
MALO,41337,Alto,4,89,0,46,Familiares,Posgrado
MALO,35906,Alto,4,89,0,46,Familiares,Licenciatura
MALO,48995,Alto,5,89,0,46,Propia,Posgrado
MALO,47854,Alto,4,89,0,46,Familiares,Posgrado
MALO,42123,Alto,4,90,0,46,Hipoteca,Preparatoria
MALO,36937,Alto,3,90,0,46,Propia,Licenciatura
MALO,50164,Alto,2,90,0,46,Hipoteca,Licenciatura
MALO,46464,Alto,1,90,0,46,Hipoteca,Preparatoria
MALO,43440,Alto,4,90,0,46,Hipoteca,Posgrado
MALO,34389,Alto,2,90,0,46,Familiares,Preparatoria
MALO,47545,Alto,3,90,0,46,Hipoteca,Posgrado
MALO,42365,Alto,4,90,0,46,Renta,Preparatoria
MALO,37187,Alto,3,91,0,46,Renta,Posgrado
MALO,49840,Alto,3,91,0,46,Hipoteca,Posgrado
MALO,46731,Alto,3,91,0,46,Propia,Licenciatura
MALO,43734,Alto,2,91,0,46,Hipoteca,Preparatoria
MALO,34167,Alto,5,91,0,46,Renta,Licenciatura
MALO,47818,Alto,5,91,0,46,Familiares,Posgrado
MALO,42652,Alto,5,91,0,46,Hipoteca,Licenciatura
MALO,36947,Alto,5,91,0,46,Familiares,Posgrado
MALO,50126,Alto,5,91,0,46,Renta,Posgrado
MALO,47048,Alto,4,91,0,46,Familiares,Preparatoria
MALO,43452,Alto,2,92,0,46,Propia,Licenciatura
MALO,34363,Alto,3,92,0,46,Propia,Preparatoria
MALO,48142,Alto,3,92,0,46,Propia,Preparatoria
MALO,42376,Alto,5,92,0,46,Hipoteca,Posgrado
MALO,37159,Alto,4,92,0,46,Renta,Posgrado
MALO,50465,Alto,2,92,0,46,Familiares,Licenciatura
MALO,46744,Alto,3,92,0,46,Renta,Licenciatura
MALO,43701,Alto,5,93,0,46,Familiares,Preparatoria
MALO,34596,Alto,5,93,0,46,Renta,Licenciatura
MALO,48286,Alto,2,93,0,46,Propia,Posgrado
MALO,42418,Alto,3,94,0,46,Familiares,Preparatoria
MALO,37410,Alto,4,94,0,46,Renta,Licenciatura
MALO,50858,Alto,4,94,0,46,Renta,Preparatoria
MALO,46349,Alto,2,94,0,46,Hipoteca,Licenciatura
MALO,43996,Alto,5,94,0,46,Renta,Licenciatura
MALO,34865,Alto,1,95,0,46,Hipoteca,Preparatoria
MALO,47427,Alto,2,95,0,46,Propia,Secundaria
MALO,42907,Alto,1,95,0,46,Renta,Posgrado
MALO,37702,Alto,5,95,0,46,Familiares,Posgrado
MALO,49716,Alto,4,95,0,46,Hipoteca,Posgrado
MALO,47329,Alto,3,96,0,46,Renta,Preparatoria
MALO,44339,Alto,3,96,0,46,Renta,Licenciatura
MALO,34082,Alto,2,96,0,46,Familiares,Preparatoria
MALO,48430,Alto,4,96,0,46,Renta,Posgrado
MALO,43242,Alto,4,96,0,46,Renta,Posgrado
MALO,37206,Alto,2,97,0,46,Familiares,Licenciatura
MALO,50528,Alto,4,97,0,46,Hipoteca,Licenciatura
MALO,47473,Alto,3,97,0,46,Familiares,Posgrado
MALO,43757,Alto,5,97,0,46,Hipoteca,Licenciatura
MALO,34639,Alto,2,98,0,46,Hipoteca,Licenciatura
MALO,48576,Alto,2,98,0,46,Renta,Preparatoria
MALO,42673,Alto,1,98,0,46,Renta,Posgrado
MALO,37457,Alto,3,98,0,46,Propia,Secundaria
MALO,50921,Alto,4,98,0,46,Renta,Preparatoria
MALO,47295,Alto,4,98,0,46,Hipoteca,Preparatoria
MALO,44262,Alto,3,98,0,46,Familiares,Licenciatura
MALO,34579,Alto,5,98,0,46,Familiares,Licenciatura
MALO,48395,Alto,3,99,0,46,Familiares,Preparatoria
MALO,43166,Alto,4,99,0,46,Hipoteca,Licenciatura
MALO,37393,Alto,3,99,0,46,Propia,Secundaria
MALO,50730,Alto,5,99,0,46,Hipoteca,Preparatoria
MALO,47615,Alto,4,99,0,46,Renta,Preparatoria
MALO,43976,Alto,4,100,0,46,Hipoteca,Secundaria
MALO,34778,Alto,4,100,0,46,Renta,Preparatoria
MALO,48722,Alto,3,100,0,46,Renta,Preparatoria
MALO,42887,Alto,1,100,0,46,Propia,Posgrado
MALO,37607,Alto,4,100,0,46,Familiares,Preparatoria
MALO,51074,Alto,0,101,0,46,Hipoteca,Preparatoria
MALO,47307,Alto,0,101,0,46,Renta,Posgrado
MALO,44228,Alto,2,101,0,46,Renta,Preparatoria
MALO,35347,Alto,3,101,0,46,Hipoteca,Licenciatura
MALO,48179,Alto,2,120,0,46,Propia,Licenciatura
MALO,42929,Alto,0,121,0,46,Renta,Posgrado
MALO,38223,Alto,1,134,0,46,Familiares,Preparatoria
MALO,50504,Alto,3,153,0,46,Familiares,Secundaria
BUENO,47578,Bajo,0,182,720,46,Familiares,Licenciatura
REGULAR,45166,Mínimo,0,188,791,46,Hipoteca,Posgrado
BUENO,34623,Mínimo,0,192,767,46,Renta,Licenciatura
REGULAR,48455,Mínimo,0,193,770,46,Hipoteca,Preparatoria
REGULAR,43839,Mínimo,0,193,794,46,Renta,Preparatoria
BUENO,37440,Mínimo,0,208,777,46,Renta,Licenciatura
REGULAR,50793,Medio ,0,211,686,46,Renta,Licenciatura
BUENO,48357,Bajo,0,212,723,46,Propia,Licenciatura
REGULAR,44031,Bajo,0,214,750,46,Hipoteca,Licenciatura
REGULAR,34821,Medio ,0,216,698,46,Familiares,Licenciatura
BUENO,49482,Bajo,0,216,723,46,Familiares,Secundaria
BUENO,42941,Bajo,0,221,723,46,Renta,Licenciatura
BUENO,37654,Mínimo,0,221,765,46,Familiares,Preparatoria
BUENO,51870,Bajo,0,222,740,46,Propia,Posgrado
REGULAR,47367,Mínimo,0,224,792,46,Hipoteca,Preparatoria
BUENO,44283,Mínimo,0,226,757,46,Hipoteca,Licenciatura
REGULAR,35559,Bajo,0,227,733,46,Hipoteca,Posgrado
BUENO,49162,Bajo,0,227,741,46,Propia,Posgrado
REGULAR,43599,Bajo,0,232,700,46,Renta,Licenciatura
BUENO,37730,Bajo,0,232,733,46,Familiares,Preparatoria
BUENO,51291,Bajo,0,235,725,46,Familiares,Licenciatura
BUENO,48093,Bajo,0,236,713,46,Propia,Licenciatura
BUENO,44373,Bajo,0,236,715,46,Hipoteca,Posgrado
REGULAR,35162,Mínimo,0,237,767,46,Familiares,Preparatoria
REGULAR,49211,Mínimo,0,242,781,46,Familiares,Licenciatura
BUENO,43274,Bajo,0,243,717,46,Propia,Preparatoria
BUENO,38023,Bajo,0,244,750,46,Renta,Licenciatura
BUENO,51586,Mínimo,0,245,762,46,Hipoteca,Posgrado
REGULAR,48189,Bajo,0,247,744,46,Renta,Preparatoria
BUENO,44506,Mínimo,0,248,760,46,Familiares,Posgrado
REGULAR,35197,Alto,0,253,603,46,Familiares,Licenciatura
REGULAR,49310,Mínimo,0,256,756,46,Hipoteca,Licenciatura
BUENO,43404,Bajo,0,260,744,46,Hipoteca,Licenciatura
BUENO,38061,Bajo,0,277,716,46,Hipoteca,Posgrado
MALO,51690,Alto,5,89,0,47,Hipoteca,Posgrado
MALO,50725,Alto,4,89,0,47,Familiares,Posgrado
MALO,44439,Alto,5,89,0,47,Renta,Posgrado
MALO,38784,Alto,4,89,0,47,Propia,Preparatoria
MALO,53174,Alto,5,89,0,47,Propia,Preparatoria
MALO,49020,Alto,4,89,0,47,Propia,Preparatoria
MALO,45612,Alto,2,90,0,47,Renta,Licenciatura
